65,TEXT_KINGBA331_04833_KUIYKI_100_017,真是千載難逢的好機會，我們可以先下手為強！<hex:02100103>我們馬上前往他的藏身之處！[AI]
66,TEXT_KINGBA331_04833_SAMIDARE_000_017,
67,TEXT_KINGBA331_04833_SAMIDARE_000_018,等等……！不好意思，我們可能幫不上什麼忙，<hex:02100103>反而會拖累你們。我和你一起坐船等待，期待好消息吧。[AI]
68,TEXT_KINGBA331_04833_KUIYKI_000_019,這樣啊……。確實，只有 <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203> 一個人行動起來可能更方便。[AI]
69,TEXT_KINGBA331_04833_KUIYKI_100_020,抱歉，你能一個人前往「獄之蓋」嗎？我們坐船過去……！[AI]
70,TEXT_KINGBA331_04833_KUIYKI_000_030,
71,TEXT_KINGBA331_04833_SAMIDARE_000_031,
72,TEXT_KINGBA331_04833_SYSTEM_000_040,嗯……看來沒什麼可疑的人影。我們繼續往前看看……。[AI]
73,TEXT_KINGBA331_04833_SYSTEM_000_050,看起來沒什麼可疑的人影……不過，我感覺到一種不祥的預兆。[AI]
74,TEXT_KINGBA331_04833_SYSTEM_000_060,看來薩米達雷不在這個地方。我們先在這裡等一下奎基她們。[AI]
75,TEXT_KINGBA331_04833_SAMIDARE_000_300,(-奎基的聲音-)喂，沒事吧？！[AI]
76,TEXT_KINGBA331_04833_SAMIDARE_000_301,戰鬥聲停了，我趕過來了……你們戰勝了薩米達雷嗎？！[AI]
77,TEXT_KINGBA331_04833_Q1_000_000,要說什麼？
78,TEXT_KINGBA331_04833_A1_000_001,突然被甲人族襲擊了。[AI]
79,TEXT_KINGBA331_04833_A1_000_002,襲擊我們的人不是薩米達雷。[AI]
80,TEXT_KINGBA331_04833_SAMIDARE_000_302,你說什麼？！難道這是陷阱……？[AI]
81,TEXT_KINGBA331_04833_SAMIDARE_000_303,那是什麼？！[AI]
82,TEXT_KINGBA331_04833_KUIYKI_000_304,哦，太好了，趕上了……。[AI]
83,TEXT_KINGBA331_04833_SAMIDARE_000_305,他命令紅甲羅的長者偽裝成你，攻擊你們，<hex:02100103>並在戰鬥中，偽裝成你們同伴的樣子接近你們，然後從背後偷襲……[AI]
84,TEXT_KINGBA331_04833_SAMIDARE_000_306,為了徹底解決掉麻煩，我精心策劃了這個計劃，<hex:02100103>沒想到失敗了。看來……我低估了你們的實力和同伴的決心。[AI]
85,TEXT_KINGBA331_04833_SAMIDARE_000_307,當然，就憑我的力量，當然不可能戰勝你。<hex:02100103>只是偽裝成一般的魔物，對你來說根本不夠看。<hex:02100103>我會重新再來一次……。[AI]
86,TEXT_KINGBA331_04833_KUIYKI_000_308,抱歉，我總算緩過氣了……。[AI]
87,TEXT_KINGBA331_04833_KUIYKI_000_309,原來給我情報的多瑪烈士，是薩米達雷啊。我從船上掉下來，<hex:02100103>拚命地游到岸邊，實在太累了。[AI]
88,TEXT_KINGBA331_04833_KUIYKI_000_310,真是的，我太蠢了……。伊特卡被殺的時候，<hex:02100103>我也被偽裝成他的傢伙騙了，被拖住，<hex:02100103>好不容易找到她，結果已經……[AI]
89,TEXT_KINGBA331_04833_KUIYKI_000_311,我一直很好奇，那麼厲害的獵人伊特卡，<hex:02100103>是怎麼被殺的……現在終於明白了。[AI]
90,TEXT_KINGBA331_04833_KUIYKI_000_312,他一定是偽裝成我，然後暗算了她……[AI]
91,TEXT_KINGBA331_04833_KUIYKI_000_313,這次真是太好了，幸好你沒事。我可不想再失去你了……。[AI]
92,TEXT_KINGBA331_04833_KUIYKI_000_314,好了，我們回黃金港吧。繼續待在這裡，不知道還會發生什麼。[AI]
93,TEXT_KINGBA331_04833_KUIYKI_000_400,我趕到你身邊的時候，你差點就被薩米達雷刺傷了，真是嚇死我了。[AI]
94,TEXT_KINGBA331_04833_KUIYKI_000_401,我當時下意識地衝上去撞了他，結果還不錯。<hex:02100103>如果用弓的話，我可能又會射偏了。[AI]
95,TEXT_KINGBA331_04833_KUIYKI_000_402,總之，你沒事真是太好了。<hex:02100103>以後我們都要小心，不要再被偽裝欺騙了。[AI]
96,TEXT_KINGBA331_04833_KUIYKI_000_403,我會繼續收集有關奇怪「爭鬥」的資訊。有消息的話，<hex:02100103>我會聯繫你的。[AI]
