66,TEXT_FESHLX001_05184_PIERROTFATHER_000_051,我和菲爾考克斯是奪取乙太藥的妖異魔物。<hex:02100103>普通的妖異是對人類造成傷害來奪取乙太藥的，但，<hex:02100103>最近我則是從人類給的食物中獲取的。
67,TEXT_FESHLX001_05184_PIERROTFATHER_000_052,特別是從感激的食物中獲得的乙太藥，<hex:02100103>美味得無法形容啊！<hex:02100103>從人類身上奪取的事情變得可笑了。
68,TEXT_FESHLX001_05184_PIERROTFATHER_000_053,所以，現在我只是適度地嚇唬人類來取樂，<hex:02100103>然後獲得感激的食物。
69,TEXT_FESHLX001_05184_PIERROTFATHER_000_054,守護天節正好適合這樣，<hex:02100103>出現了想要參與慶典並被人類感激的魔物。<hex:02100103>菲爾考克斯也是其中一隻。
70,TEXT_FESHLX001_05184_PIERROTFATHER_000_055,一開始我覺得他很有潛力，於是想和他組隊，但，<hex:02100103>不僅沒能得到食物，連感激都沒有……。<hex:02100103>完全是看走眼了。
71,TEXT_FESHLX001_05184_PIERROTFATHER_000_056,……接下來就聽聽『菲爾考克斯』本人怎麼說吧。<hex:02100103>我想你也看到了，<hex:02100103>他應該還沒走太遠。
72,TEXT_FESHLX001_05184_PUMPKIN_000_060,咯咯……咯……。<hex:02100103>請你幫我找菲爾考克斯，好嗎？
73,TEXT_FESHLX001_05184_PHILCOX_000_070,可惡，這個變身的咒語到底是什麼啊！<hex:02100103>真是太可笑了！
74,TEXT_FESHLX001_05184_SYSTEM_000_071,事情聽起來很棘手……。<hex:02100103>我將使用情感動作「安撫」來讓他冷靜下來。
75,TEXT_FESHLX001_05184_PHILCOX_000_080,我也在努力啊！<hex:02100103>可是……可惡！
76,TEXT_FESHLX001_05184_SYSTEM_000_081,事情聽起來很棘手……。<hex:02100103>我將使用情感動作「安撫」來讓他冷靜下來。
77,TEXT_FESHLX001_05184_PHILCOX_000_090,呼……雖然我剛才有點生氣，但現在沒事了。
78,TEXT_FESHLX001_05184_PHILCOX_000_091,……你是冒險者吧。<hex:02100103>特意來跟我搭話，是不是受到了<hex:02100103>南瓜頭女人的委託？
79,TEXT_FESHLX001_05184_PHILCOX_000_092,如果是這樣的話我就說……。<hex:02100103>我不能使用變化的咒語，<hex:02100103>不能讓人快樂，也沒法得到感激。
80,TEXT_FESHLX001_05184_PHILCOX_000_093,……我是一種叫冥鬼之眼的妖異。<hex:02100103>可以利用大眼睛來麻痹或石化人……<hex:02100103>還可以找到那些帶有負面情緒的人！
81,TEXT_FESHLX001_05184_PHILCOX_000_094,但是啊……麻痹和石化當然是不行的，<hex:02100103>即使找到不安的人、焦慮的人或悲傷的人也沒有意義。<hex:02100103>這種能力是得不到人們感激的……。
82,TEXT_FESHLX001_05184_PHILCOX_000_095,哈……我覺得我不適合做這種事，<hex:02100103>暫時先告訴「南瓜頭女人」吧。<hex:02100103>如果你也是被那個女人所託，那就跟我來。
83,TEXT_FESHLX001_05184_PHILCOX_000_100,……就是這麼回事。<hex:02100103>本來我就不適合這個。
84,TEXT_FESHLX001_05184_PUMPKIN_000_110,咯咯……咯……多虧了你吧。<hex:02100103>菲爾考克斯願意坦誠地告訴我情況。
85,TEXT_FESHLX001_05184_PHILCOX_000_111,坦誠地說也沒什麼改變。<hex:02100103>我沒有辦法讓人感謝。
86,TEXT_FESHLX001_05184_PUMPKIN_000_112,咯咯……真是個奇怪的孩子。<hex:02100103>你也有讓人感謝的方法呢。
87,TEXT_FESHLX001_05184_PUMPKIN_000_113,你應該明白吧？<hex:02100103>來吧，教教菲爾考克斯。
88,TEXT_FESHLX001_05184_CHOICE1Q1_100_130,要說什麼？
89,TEXT_FESHLX001_05184_CHOICE1A1_101_130,幫助那些擁有負面情緒的人
90,TEXT_FESHLX001_05184_CHOICE1A2_102_130,消除人們負面情緒的根源！
91,TEXT_FESHLX001_05184_PHILCOX_000_131,人助け……果然是我這個妖異想不到的方法啊。<hex:02100103>我不明白為什麼這會被感激……<hex:02100103>但是你作為人類說的話，應該是正確的吧。
92,TEXT_FESHLX001_05184_PHILCOX_000_132,是、是嗎……？<hex:02100103>如果切斷根源，負面情緒就會消失，這樣就會被感激……<hex:02100103>我這個妖異是無法理解的，但如果你這麼說，那應該是對的。
93,TEXT_FESHLX001_05184_PHILCOX_000_140,用這種方法的話，我發現負面情緒的能力就能派上用場。<hex:02100103>我可以讓布爾塞爸爸那個傢伙瞧瞧！
94,TEXT_FESHLX001_05184_PHILCOX_100_140,……雖然想這麼說，但有點不安呢。<hex:02100103>不僅不習慣，還是第一次嘗試。
95,TEXT_FESHLX001_05184_PUMPKIN_000_141,咯咯……呵……。<hex:02100103>那麼，為了享受守護天節，我準備了這個，送給你。
96,TEXT_FESHLX001_05184_PUMPKIN_000_142,這套衣服上施了能讓人助成功的魔法。<hex:02100103>一定能成為你的助力哦。
97,TEXT_FESHLX001_05184_PHILCOX_000_143,哦……感覺好像可以做到！<hex:02100103>這也是魔法的效果嗎！
98,TEXT_FESHLX001_05184_PIERROTFATHER_000_144,作為搭檔的責任，<hex:02100103>不妨找找看有沒有做多餘的事……。<hex:02100103>沒想到居然在這裡。
99,TEXT_FESHLX001_05184_PHILCOX_000_145,嘿嘿，布爾塞爸爸！<hex:02100103>我找到了除了變化魔法以外的被感激的方法！
100,TEXT_FESHLX001_05184_PIERROTFATHER_000_146,哦……真是有趣的胡言亂語呢。<hex:02100103>那麼就來一場勝負吧。
101,TEXT_FESHLX001_05184_PIERROTFATHER_000_147,內容很簡單，看看誰被感激更多，誰能得到食物。<hex:02100103>輸的一方……就得服從勝利的一方，怎麼樣？
102,TEXT_FESHLX001_05184_PHILCOX_000_148,我答應這個勝負。<hex:02100103>就等著瞧吧！
103,TEXT_FESHLX001_05184_PIERROTFATHER_000_149,聽說弱狗越吠越厲害，人是這麼說的。<hex:02100103>做好覺悟吧。
104,TEXT_FESHLX001_05184_PHILCOX_000_150,雖然有魔法，但人助可是第一次，所以，<hex:02100103>我一個人可能打不過布爾塞爸爸。<hex:02100103>只要能習慣就好，快來幫幫我！
105,TEXT_FESHLX001_05184_PUMPKIN_000_151,咯咯……呵……<hex:02100103>請多多關照菲爾考克斯哦。
